dates,l1,ssim,accuracy
2021-08-06,0.0339,0.7053,0.9488
2021-08-13,0.0275,0.7352,0.9545
2021-08-20,0.0258,0.7509,0.964
2021-08-27,0.0237,0.7677,0.9632
2021-09-03,0.0267,0.7432,0.969
2021-09-10,0.0217,0.7808,0.9743
2021-09-17,0.0212,0.7712,0.979
2021-09-24,0.0239,0.7539,0.9715
2021-10-01,0.0247,0.7409,0.969
2021-10-08,0.0278,0.7257,0.9615
2021-10-15,0.0321,0.7022,0.9648
2021-10-22,0.0359,0.7041,0.9488
2021-10-29,0.06,0.6965,0.9373
2021-11-05,0.0473,0.6745,0.9463
2021-11-12,0.0717,0.6434,0.921
2021-11-19,0.0989,0.6443,0.9206
2021-11-26,0.1177,0.6355,0.9125
2021-12-03,0.1218,0.6345,0.9069
2021-12-10,0.1079,0.6499,0.9132
2021-12-17,0.109,0.6357,0.9175
2021-12-24,0.11,0.6247,0.921
2022-01-01,0.0496,0.7869,0.9678
2022-01-08,0.0549,0.7775,0.9659
2022-01-15,0.0462,0.7923,0.969
2022-01-22,0.0491,0.7903,0.9741
2022-01-29,0.0746,0.7003,0.9527
2022-02-05,0.0536,0.7841,0.968
2022-02-12,0.0909,0.7009,0.927
2022-02-19,0.0693,0.7487,0.9615
2022-02-26,0.0696,0.7388,0.9508
2022-03-05,0.0631,0.7492,0.9598
2022-03-12,0.086,0.6889,0.9381
2022-03-19,0.1074,0.6347,0.9129
2022-03-26,0.0745,0.7193,0.9462
2022-04-02,0.0637,0.7193,0.9545
2022-04-09,0.0597,0.7454,0.964
2022-04-16,0.0568,0.7199,0.9581
2022-04-23,0.0531,0.7431,0.965
2022-04-30,0.0689,0.6874,0.9431
2022-05-07,0.0701,0.7138,0.9414
2022-05-14,0.0696,0.6976,0.9384
2022-05-21,0.076,0.6676,0.9257
2022-05-28,0.0585,0.707,0.9513
2022-06-04,0.0581,0.6854,0.9545
2022-06-11,0.06,0.6992,0.9388
2022-06-18,0.0587,0.6835,0.9165
2022-06-25,0.0657,0.6432,0.8849
2022-07-02,0.0528,0.6678,0.9083
2022-07-09,0.0442,0.6746,0.9329
2022-07-16,0.04,0.6896,0.9507
2022-07-23,0.0438,0.7114,0.9451
2022-07-30,0.0418,0.7047,0.9512
2022-08-06,0.0374,0.692,0.9552
2022-08-13,0.0363,0.7163,0.9465
2022-08-20,0.0354,0.7077,0.9525
2022-08-27,0.0304,0.7485,0.9662
2022-09-03,0.0244,0.7464,0.9725
2022-09-10,0.0237,0.7266,0.9785
2022-09-17,0.028,0.7268,0.9631
2022-09-24,0.0337,0.7092,0.9608
2022-10-01,0.038,0.7311,0.9561
2022-10-08,0.0469,0.6961,0.9321
2022-10-15,0.0491,0.6894,0.918
2022-10-22,0.0561,0.7026,0.9102
2022-10-29,0.0711,0.6718,0.8902
2022-11-05,0.0818,0.649,0.8938
2022-11-12,0.0765,0.6445,0.897
2022-11-19,0.0788,0.6805,0.9033
2022-11-26,0.0843,0.6437,0.8995
2022-12-03,0.1011,0.611,0.8818
2022-12-10,0.0855,0.6446,0.9111
2022-12-17,0.0868,0.6577,0.9138
2022-12-24,0.0762,0.6508,0.9302
2023-01-01,0.0525,0.7289,0.9425
2023-01-08,0.0583,0.7333,0.953
2023-01-15,0.0632,0.7018,0.9422
2023-01-22,0.0696,0.6601,0.9414
2023-01-29,0.0561,0.7088,0.9493
2023-02-05,0.0547,0.7368,0.9682
2023-02-12,0.0924,0.6504,0.9106
2023-02-19,0.0806,0.67,0.9301
2023-02-26,0.0863,0.6635,0.9189
2023-03-05,0.0538,0.7484,0.9545
2023-03-12,0.0612,0.7387,0.9429
2023-03-19,0.0572,0.7528,0.954
2023-03-26,0.0622,0.7353,0.9545
2023-04-02,0.0668,0.7311,0.9527
2023-04-09,0.0676,0.7273,0.9466
2023-04-16,0.0663,0.7133,0.9472
2023-04-23,0.0685,0.683,0.9346
2023-04-30,0.0632,0.6754,0.9453
2023-05-07,0.0722,0.7072,0.9482
2023-05-14,0.0693,0.7109,0.9504
2023-05-21,0.0687,0.6862,0.9533
2023-05-28,0.0575,0.7251,0.9619
2023-06-04,0.0613,0.7051,0.9562
2023-06-11,0.0584,0.6882,0.9487
2023-06-18,0.057,0.7014,0.9441
2023-06-25,0.0575,0.6954,0.9304
2023-07-02,0.0513,0.6872,0.9294
2023-07-09,0.0424,0.7048,0.9556
2023-07-16,0.0453,0.7014,0.9415
2023-07-23,0.0435,0.6943,0.9458
2023-07-30,0.0426,0.7057,0.9461
2023-08-06,0.0322,0.7128,0.9566
2023-08-13,0.0348,0.7231,0.9608
2023-08-20,0.0306,0.725,0.9617
2023-08-27,0.0298,0.7224,0.9627
2023-09-03,0.025,0.7291,0.9778
2023-09-10,0.0251,0.7287,0.9762
2023-09-17,0.0248,0.7182,0.9701
2023-09-24,0.026,0.7366,0.9745
2023-10-01,0.0302,0.7439,0.9745
2023-10-08,0.0296,0.737,0.971
2023-10-15,0.0314,0.7308,0.9593
2023-10-22,0.0292,0.7638,0.9614
2023-10-29,0.0493,0.7346,0.9433
2023-11-05,0.0612,0.6921,0.9362
2023-11-12,0.0689,0.7254,0.9293
2023-11-19,0.1,0.6616,0.9114
2023-11-26,0.0652,0.7142,0.9402
2023-12-03,0.074,0.6992,0.9439
2023-12-10,0.0806,0.6808,0.9366
2023-12-17,0.069,0.6959,0.9361
2023-12-24,0.0771,0.6906,0.9504
